DATE,MODEL,IDENT,RTE,DURATION,NIGHT,XTY,SIC,PIC,REMARKS
3/30/2018,DC-9,N4XL,DFW-OMA,1.8,,1.8,1.8,,
3/31/2018,DC-9,N4XT,OMA-DFW,1.9,,1.9,1.9,,
3/31/2018,DC-9,N4XT,DFW-BNA,1.7,,1.7,1.7,,
3/31/2018,DC-9,N4XT,BNA-DFW,2.0,,2.0,2.0,,
3/31/2018,DC-9,N4XT,DFW-OKC,0.9,,0.9,0.9,,
4/1/2018,DC-9,N4YD,OKC-DFW,0.9,,0.9,0.9,,
4/5/2018,DC-9,N4XC,DFW-MSY,1.3,,1.3,1.3,,
4/5/2018,DC-9,N4XC,MSY-DFW,1.6,,1.6,1.6,,
4/5/2018,DC-9,N4XC,DFW-IND,1.9,,1.9,1.9,,
4/6/2018,DC-9,N4YC,IND-DFW,3.2,,3.2,3.2,,
4/6/2018,DC-9,N4XH,DFW-DSM,2.1,,2.1,2.1,,
4/7/2018,DC-9,N501,DSM-DFW,1.6,,1.6,1.6,,
4/7/2018,DC-9,N4XR,DFW-DTW,2.5,,2.5,2.5,,
4/8/2018,DC-9,N4XL,DFW-DTW,2.3,,2.3,2.3,,
4/8/2018,DC-9,N4XL,DTW-DFW,2.8,,2.8,2.8,,
4/20/2018,DC-9,N4XJ,DFW-BNA,1.8,,1.8,1.8,,
4/20/2018,DC-9,N4XJ,BNA-DFW,1.8,,1.8,1.8,,
4/20/2018,DC-9,N4XJ,DFW-TPA,2.2,,2.2,2.2,,
4/21/2018,DC-9,N4XS,TPA-DFW,2.7,,2.7,2.7,,
4/21/2018,DC-9,N590,DFW-RDU,2.7,,2.7,2.7,,
4/22/2018,DC-9,N4XB,RDU-DFW,2.9,,2.9,2.9,,
4/22/2018,DC-9,N4XT,DFW-DFW,0.4,,0.4,0.4,,
4/22/2018,DC-9,N4XT,DFW-RDU,2.6,,2.6,2.6,,
4/23/2018,DC-9,N4XD,RDU-DFW,3.1,,3.1,3.1,,
4/29/2018,DC-9,N4XY,DFW-MCI,1.5,,1.5,1.5,,
4/29/2018,DC-9,N4XY,MCI-DFW,1.6,,1.6,1.6,,
4/29/2018,DC-9,N425,DFW-IND,2.2,,2.2,2.2,,
4/30/2018,DC-9,N4XJ,IND-DFW,2.5,,2.5,2.5,,
4/30/2018,DC-9,N4YT,DFW-MKE,2.4,,2.4,2.4,,
5/1/2018,DC-9,N501,DFW-CLE,2.9,,2.9,2.9,,
5/2/2018,DC-9,N426,CLE-DFW,2.9,,2.9,2.9,,
5/2/2018,DC-9,N4YC,DFW-OMA,1.7,,1.7,1.7,,
5/2/2018,DC-9,N4YC,OMA-DFW,2.0,,2.0,2.0,,
5/13/2018,DC-9,N4XV,DFW-BNA,1.9,,1.9,1.9,,
5/13/2018,DC-9,N4XV,BNA-DFW,1.8,,1.8,1.8,,
5/13/2018,DC-9,N4XH,DFW-PNS,1.6,,1.6,1.6,,
5/14/2018,DC-9,N4XK,PNS-DFW,2.0,,2.0,2.0,,
5/14/2018,DC-9,N4YU,DFW-ORF,2.7,,2.7,2.7,,
5/15/2018,DC-9,N4YU,ORF-DFW,3.1,,3.1,3.1,,
5/15/2018,DC-9,N4YD,DFW-RDU,3.1,,3.1,3.1,,
5/16/2018,DC-9,N4XW,RDU-DFW,2.7,,2.7,2.7,,
5/19/2018,DC-9,N4YR,DFW-TUL,0.9,,0.9,0.9,,
5/19/2018,DC-9,N4YR,TUL-DFW,1.0,,1.0,1.0,,
5/19/2018,DC-9,N4XG,DFW-ORF,2.9,,2.9,2.9,,
5/20/2018,DC-9,N547,ORF-DFW,3.4,,3.4,3.4,,
5/20/2018,DC-9,N541,DFW-MKE,2.1,,2.1,2.1,,
5/22/2018,DC-9,N424,DFW-OKC,1.0,,1.0,1.0,,
5/22/2018,DC-9,N424,OKC-DFW,1.0,,1.0,1.0,,
5/28/2018,DC-9,N4YE,DFW-SAT,0.9,,0.9,0.9,,
5/28/2018,DC-9,N4YE,SAT-DFW,1.2,,1.2,1.2,,
5/28/2018,DC-9,N4XU,DFW-YYZ,2.9,,2.9,2.9,,
5/29/2018,DC-9,N4XR,YYZ-DFW,3.2,,3.2,3.2,,
5/29/2018,DC-9,N4XR,DFW-CVG,2.1,,2.1,2.1,,
5/30/2018,DC-9,N4YE,CVG-DFW,2.4,,2.4,2.4,,
5/30/2018,DC-9,N4XB,DFW-TUL,1.0,,1.0,1.0,,
5/30/2018,DC-9,N4XB,TUL-DFW,1.1,,1.1,1.1,,
6/2/2018,DC-9,N4XP,DFW-ELP,1.5,,1.5,1.5,,
6/2/2018,DC-9,N4XP,ELP-DFW,1.6,,1.6,1.6,,
6/2/2018,DC-9,N4YN,DFW-DSM,1.7,,1.7,1.7,,
6/3/2018,DC-9,N4XK,DSM-DFW,1.8,,1.8,1.8,,
6/3/2018,DC-9,N4YA,DFW-CVG,2.0,,2.0,2.0,,
6/4/2018,DC-9,N4XF,CVG-DFW,2.2,,2.2,2.2,,
6/5/2018,DC-9,N4XJ,OKC-DFW,1.4,,1.4,1.4,,
6/8/2018,DC-9,N4XM,DFW-MCI,1.5,,1.5,1.5,,
6/8/2018,DC-9,N4XM,MCI-DFW,1.6,,1.6,1.6,,
6/8/2018,DC-9,N4YD,DFW-MKE,2.1,,2.1,2.1,,
6/9/2018,DC-9,N4YR,MKE-DFW,2.4,,2.4,2.4,,
6/9/2018,DC-9,N555,DFW-ICT,1.4,,1.4,1.4,,
6/9/2018,DC-9,N555,ICT-DFW,1.3,,1.3,1.3,,
6/9/2018,DC-9,N4YT,DFW-IND,2.3,,2.3,2.3,,
6/10/2018,DC-9,N4XM,IND-DFW,2.2,,2.2,2.2,,
6/10/2018,DC-9,N4XP,DFW-CLE,2.7,,2.7,2.7,,
6/26/2018,DC-9,N4YD,DFW-IAH,0.9,,0.9,0.9,,
6/26/2018,DC-9,N4YD,IAH-DFW,1.1,,1.1,1.1,,
6/26/2018,DC-9,N4XB,DFW-DSM,1.8,,1.8,1.8,,
6/26/2018,DC-9,N4XB,DSM-DFW,1.8,,1.8,1.8,,
6/28/2018,DC-9,N4YL,DFW-YYZ,3.3,,3.3,3.3,,
6/29/2018,DC-9,N4YB,YYZ-DFW,3.3,,3.3,3.3,,
6/29/2018,DC-9,N4YS,DFW-IND,2.3,,2.3,2.3,,
6/30/2018,DC-9,N548,DFW-IND,2.8,,2.8,2.8,,
7/1/2018,DC-9,N4XU,IND-DFW,2.3,,2.3,2.3,,
7/1/2018,DC-9,N4YB,DFW-BWI,3.3,,3.3,3.3,,
7/1/2018,DC-9,N4YB,BWI-DFW,3.4,,3.4,3.4,,
7/4/2018,DC-9,N4YS,DFW-DFW,0.3,,0.3,0.3,,
7/4/2018,DC-9,N4YS,DFW-BWI,3.1,,3.1,3.1,,
7/4/2018,DC-9,N4YS,BWI-DFW,3.1,,3.1,3.1,,
7/4/2018,DC-9,N4YS,DFW-ICT,1.4,,1.4,1.4,,
7/5/2018,DC-9,N4YS,ICT-DFW,1.2,,1.2,1.2,,
7/5/2018,DC-9,N4YF,DFW-ELP,1.6,,1.6,1.6,,
7/5/2018,DC-9,N4YF,ELP-DFW,1.7,,1.7,1.7,,
7/6/2018,DC-9,N4XB,OMA-DFW,1.9,,1.9,1.9,,
7/6/2018,DC-9,N4XS,DFW-OKC,1.0,,1.0,1.0,,
7/6/2018,DC-9,N4XS,OKC-DFW,1.0,,1.0,1.0,,
7/6/2018,DC-9,N4YP,DFW-PNS,2.1,,2.1,2.1,,
7/7/2018,DC-9,N4YN,PNS-DFW,1.8,,1.8,1.8,,
7/15/2018,DC-9,N424,DFW-MSY,1.5,,1.5,1.5,,
7/15/2018,DC-9,N424,MSY-DFW,1.4,,1.4,1.4,,
7/15/2018,DC-9,N4XT,DFW-CLE,2.7,,2.7,2.7,,
7/16/2018,DC-9,N4XM,CLE-DFW,2.6,,2.6,2.6,,
7/16/2018,DC-9,N4XR,DFW-GRR,2.3,,2.3,2.3,,
7/17/2018,DC-9,N4YA,GRR-DFW,2.5,,2.5,2.5,,
7/17/2018,DC-9,N548,DFW-DSM,1.7,,1.7,1.7,,
7/18/2018,DC-9,N4XR,DSM-DFW,1.7,,1.7,1.7,,
7/18/2018,DC-9,N4YP,DFW-IAH,0.9,,0.9,0.9,,
7/18/2018,DC-9,N4YP,IAH-DFW,1.0,,1.0,1.0,,
7/21/2018,DC-9,N425,DFW-ORF,2.9,,2.9,2.9,,
7/22/2018,DC-9,N4XJ,ORF-DFW,3.1,,3.1,3.1,,
7/22/2018,DC-9,N4YC,DFW-IND,2.1,,2.1,2.1,,
7/23/2018,DC-9,N4XB,IND-DFW,2.2,,2.2,2.2,,
7/23/2018,DC-9,N555,DFW-MSY,1.4,,1.4,1.4,,
7/23/2018,DC-9,N555,MSY-DFW,1.6,,1.6,1.6,,
7/23/2018,DC-9,N555,DFW-CMH,2.5,,2.5,2.5,,
7/24/2018,DC-9,N548,CMH-DFW,2.5,,2.5,2.5,,
7/24/2018,DC-9,N548,DFW-MSY,1.5,,1.5,1.5,,
7/24/2018,DC-9,N548,MSY-DFW,1.4,,1.4,1.4,,
7/28/2018,DC-9,N548,DFW-ELP,2.0,,2.0,2.0,,
7/28/2018,DC-9,N548,ELP-DFW,1.7,,1.7,1.7,,
7/29/2018,DC-9,N425,SAT-DFW,1.3,,1.3,1.3,,
7/30/2018,DC-9,N4XY,CLE-DFW,3.3,,3.3,3.3,,
7/30/2018,DC-9,N4YF,DFW-GRR,2.7,,2.7,2.7,,
7/31/2018,DC-9,N4XD,GRR-DFW,3.1,,3.1,3.1,,
7/31/2018,DC-9,N547,DFW-DSM,2.0,,2.0,2.0,,
7/31/2018,DC-9,N547,DSM-DFW,1.9,,1.9,1.9,,
8/3/2018,DC-9,N4XF,DFW-ELP,1.5,,1.5,1.5,,
8/3/2018,DC-9,N4XF,ELP-DFW,1.7,,1.7,1.7,,
8/3/2018,DC-9,N4YF,DFW-RDU,2.8,,2.8,2.8,,
8/4/2018,DC-9,N4YF,RDU-DFW,2.8,,2.8,2.8,,
8/4/2018,DC-9,N4XR,DFW-IND,2.0,,2.0,2.0,,
8/5/2018,DC-9,N547,IND-IND,0.4,,0.4,0.4,,
8/5/2018,DC-9,N547,IND-DFW,2.1,,2.1,2.1,,
8/5/2018,DC-9,N4XY,DFW-GRR,2.4,,2.4,2.4,,
8/6/2018,DC-9,N4XH,GRR-DFW,2.7,,2.7,2.7,,
8/9/2018,DC-9,N4XL,DFW-SAT,1.7,,1.7,1.7,,
8/9/2018,DC-9,N4XL,SAT-DFW,1.1,,1.1,1.1,,
8/9/2018,DC-9,N4XG,DFW-LIT,1.0,,1.0,1.0,,
8/9/2018,DC-9,N4XG,LIT-DFW,1.4,,1.4,1.4,,
8/10/2018,DC-9,N4XC,DFW-CMH,2.4,,2.4,2.4,,
8/11/2018,DC-9,N4XM,CMH-DFW,2.8,,2.8,2.8,,
8/11/2018,DC-9,N4YS,DFW-VPS,2.0,,2.0,2.0,,
8/12/2018,DC-9,N4YS,VPS-DFW,2.5,,2.5,2.5,,
8/12/2018,DC-9,N426,DFW-DTW,2.7,,2.7,2.7,,
8/12/2018,DC-9,N426,DTW-DFW,3.2,,3.2,3.2,,
8/17/2018,DC-9,N4YD,DFW-BWI,3.2,,3.2,3.2,,
8/17/2018,DC-9,N4YD,BWI-DFW,3.5,,3.5,3.5,,
8/17/2018,DC-9,N4XG,DFW-ICT,1.5,,1.5,1.5,,
8/18/2018,DC-9,N541,ICT-DFW,3.6,,3.6,3.6,,
8/18/2018,DC-9,N541,DFW-IND,2.1,,2.1,2.1,,
8/20/2018,DC-9,N547,ORD-RDU,1.7,,1.7,1.7,,
8/20/2018,DC-9,N547,RDU-DFW,2.9,,2.9,2.9,,
8/25/2018,DC-9,N4YL,DFW-MSY,1.3,,1.3,1.3,,
8/25/2018,DC-9,N4YL,MSY-DFW,1.6,,1.6,1.6,,
8/25/2018,DC-9,N4XV,DFW-MKE,2.2,,2.2,2.2,,
8/26/2018,DC-9,N4YF,MKE-DFW,2.5,,2.5,2.5,,
8/26/2018,DC-9,N4XP,DFW-DSM,2.0,,2.0,2.0,,
8/27/2018,DC-9,N4YU,DSM-DFW,2.0,,2.0,2.0,,
8/27/2018,DC-9,N4YR,DFW-CVG,2.2,,2.2,2.2,,
8/28/2018,DC-9,N4YD,CVG-DFW,2.3,,2.3,2.3,,
9/3/2018,DC-9,N4XW,DFW-MKE,2.1,,2.1,2.1,,
9/4/2018,DC-9,N4YD,MKE-DFW,2.3,,2.3,2.3,,
9/4/2018,DC-9,N4YD,DFW-OKC,0.9,,0.9,0.9,,
9/4/2018,DC-9,N4YD,OKC-DFW,1.0,,1.0,1.0,,
9/4/2018,DC-9,N4YD,DFW-MKE,2.2,,2.2,2.2,,
9/5/2018,DC-9,N4YT,MKE-DFW,2.2,,2.2,2.2,,
9/5/2018,DC-9,N4YT,DFW-DSM,1.8,,1.8,1.8,,
9/6/2018,DC-9,N541,DSM-DFW,2.1,,2.1,2.1,,
9/22/2018,DC-9,N4XY,DFW-RDU,2.5,,2.5,2.5,,
9/23/2018,DC-9,N4YP,RDU-ORD,2.3,,2.3,2.3,,
9/23/2018,DC-9,N4YP,ORD-MSP,1.3,,1.3,1.3,,
9/23/2018,DC-9,N4YP,MSP-ORD,1.4,,1.4,1.4,,
9/23/2018,DC-9,N4YP,ORD-STL,1.0,,1.0,1.0,,
9/24/2018,DC-9,N4XY,STL-DFW,1.7,,1.7,1.7,,
9/24/2018,DC-9,N4XP,DFW-MKE,2.0,,2.0,2.0,,
9/25/2018,DC-9,N541,MKE-DFW,2.7,,2.7,2.7,,
9/25/2018,DC-9,N4YL,DFW-DSM,1.7,,1.7,1.7,,
9/25/2018,DC-9,N4YL,DSM-DFW,2.0,,2.0,2.0,,
9/28/2018,DC-9,N4YT,DFW-CMH,2.3,,2.3,2.3,,
9/28/2018,DC-9,N4YT,CMH-DFW,2.5,,2.5,2.5,,
9/28/2018,DC-9,N4YP,DFW-CMH,2.3,,2.3,2.3,,
9/29/2018,DC-9,N4XP,DFW-STL,1.5,,1.5,1.5,,
9/30/2018,DC-9,N4XR,STL-DFW,1.9,,1.9,1.9,,
9/30/2018,DC-9,N4XR,DFW-MEM,1.4,,1.4,1.4,,
10/1/2018,DC-9,N4YN,MEM-DFW,1.8,,1.8,1.8,,
10/2/2018,DC-9,N4XX,DFW-YYZ,2.7,,2.7,2.7,,
10/3/2018,DC-9,N4YU,YYZ-DFW,3.1,,3.1,3.1,,
10/3/2018,DC-9,N501,DFW-OMA,1.9,,1.9,1.9,,
10/4/2018,DC-9,N4XG,OMA-DFW,1.9,,1.9,1.9,,
10/4/2018,DC-9,N4XR,DFW-LBB,1.2,,1.2,1.2,,
10/5/2018,DC-9,N4XR,LBB-DFW,1.3,,1.3,1.3,,
10/5/2018,DC-9,N4XT,DFW-BWI,2.8,,2.8,2.8,,
10/5/2018,DC-9,N4XT,BWI-DFW,3.0,,3.0,3.0,,
10/11/2018,DC-9,N4XB,DFW-RDU,2.4,,2.4,2.4,,
10/12/2018,DC-9,N4XH,RDU-ORD,2.1,,2.1,2.1,,
10/12/2018,DC-9,N4XH,ORD-MSP,1.4,,1.4,1.4,,
10/12/2018,DC-9,N4XH,MSP-ORD,1.5,,1.5,1.5,,
10/12/2018,DC-9,N4XH,ORD-STL,1.0,,1.0,1.0,,
10/20/2018,DC-9,N4XH,DFW-CMH,2.2,,2.2,2.2,,
10/20/2018,DC-9,N4XH,CMH-DFW,2.6,,2.6,2.6,,
10/20/2018,DC-9,N4XD,DFW-CAE,2.0,,2.0,2.0,,
10/21/2018,DC-9,N4YC,CAE-DFW,2.7,,2.7,2.7,,
10/21/2018,DC-9,N4YR,DFW-STL,1.5,,1.5,1.5,,
10/22/2018,DC-9,N4YR,STL-DFW,1.8,,1.8,1.8,,
10/22/2018,DC-9,N4YR,DFW-MEM,1.2,,1.2,1.2,,
10/23/2018,DC-9,N4XP,MEM-DFW,1.5,,1.5,1.5,,
10/23/2018,DC-9,N4YN,DFW-CMH,2.2,,2.2,2.2,,
10/23/2018,DC-9,N4YN,CMH-DFW,2.4,,2.4,2.4,,
10/28/2018,DC-9,N4XV,DFW-CMH,2.2,,2.2,2.2,,
10/28/2018,DC-9,N4XV,CMH-DFW,3.0,,3.0,3.0,,
10/28/2018,DC-9,N4XR,DFW-RDU,2.6,,2.6,2.6,,
10/29/2018,DC-9,N4XK,RDU-ORD,2.2,,2.2,2.2,,
10/29/2018,DC-9,N4XK,ORD-MSP,1.8,,1.8,1.8,,
10/29/2018,DC-9,N4XK,MSP-ORD,1.4,,1.4,1.4,,
10/29/2018,DC-9,N4XK,ORD-STL,0.9,,0.9,0.9,,
10/30/2018,DC-9,N4XW,STL-DFW,1.8,,1.8,1.8,,
10/30/2018,DC-9,N4YN,DFW-TUL,1.1,,1.1,1.1,,
10/31/2018,DC-9,N4YP,TUL-DFW,1.4,,1.4,1.4,,
12/3/2018,DC-9,N4XP,DFW-RDU,2.3,,2.3,2.3,,
12/3/2018,DC-9,N4XP,RDU-ORD,2.4,,2.4,2.4,,
12/4/2018,DC-9,N541,ORD-MSP,1.2,,1.2,1.2,,
12/4/2018,DC-9,N541,MSP-ORD,2.0,,2.0,2.0,,
12/4/2018,DC-9,N541,ORD-STL,0.9,,0.9,0.9,,
12/5/2018,DC-9,N4YT,STL-DFW,1.8,,1.8,1.8,,
12/5/2018,DC-9,N4XM,DFW-STL,1.5,,1.5,1.5,,
12/5/2018,DC-9,N4XM,STL-DFW,1.8,,1.8,1.8,,
12/5/2018,DC-9,N4XM,DFW-TUL,0.9,,0.9,0.9,,
12/6/2018,DC-9,N4YP,DFW-IAD,2.6,,2.6,2.6,,
12/6/2018,DC-9,N4YP,IAD-DFW,3.7,,3.7,3.7,,
12/8/2018,DC-9,N4XC,DFW-OKC,0.8,,0.8,0.8,,
12/8/2018,DC-9,N4XC,OKC-DFW,1.5,,1.5,1.5,,
12/9/2018,DC-9,N4XK,DSM-DFW,2.3,,2.3,2.3,,
12/9/2018,DC-9,N4XY,DFW-TUL,0.8,,0.8,0.8,,
12/9/2018,DC-9,N4XY,TUL-DFW,1.1,,1.1,1.1,,
12/9/2018,DC-9,N4XY,DFW-MKE,2.2,,2.2,2.2,,
12/10/2018,DC-9,N4XG,MKE-DFW,2.9,,2.9,2.9,,
12/10/2018,DC-9,N4YL,DFW-DSM,2.0,,2.0,2.0,,
12/11/2018,DC-9,N4XW,DSM-DFW,2.2,,2.2,2.2,,
12/11/2018,DC-9,N4XC,DFW-XNA,1.2,,1.2,1.2,,
12/11/2018,DC-9,N4XC,XNA-DFW,1.3,,1.3,1.3,,
12/16/2018,DC-9,N4XX,DFW-XNA,1.0,,1.0,1.0,,
12/16/2018,DC-9,N4XX,XNA-DFW,1.4,,1.4,1.4,,
12/16/2018,DC-9,N4YU,DFW-MSY,1.3,,1.3,1.3,,
12/16/2018,DC-9,N4YU,MSY-DFW,1.6,,1.6,1.6,,
12/16/2018,DC-9,N4YT,DFW-SAT,1.0,,1.0,1.0,,
12/17/2018,DC-9,N4YE,SAT-DFW,1.3,,1.3,1.3,,
12/17/2018,DC-9,N541,DFW-GRR,2.6,,2.6,2.6,,
12/18/2018,DC-9,N501,GRR-DFW,2.5,,2.5,2.5,,
12/18/2018,DC-9,N501,DFW-MFE,1.6,,1.6,1.6,,
12/19/2018,DC-9,N501,DFW-RDU,2.5,,2.5,2.5,,
12/19/2018,DC-9,N501,RDU-DFW,2.9,,2.9,2.9,,
12/28/2018,DC-9,N4XC,DFW-ELP,1.8,,1.8,1.8,,
12/28/2018,DC-9,N4XC,ELP-DFW,1.5,,1.5,1.5,,
12/28/2018,DC-9,N4XK,DFW-CLE,2.5,,2.5,2.5,,
12/29/2018,DC-9,N4YN,CLE-DFW,3.6,,3.6,3.6,,
12/29/2018,DC-9,N4YN,DFW-CLE,2.4,,2.4,2.4,,
12/30/2018,DC-9,N4XR,CLE-DFW,3.2,,3.2,3.2,,
12/30/2018,DC-9,N4YL,DFW-TUL,0.9,,0.9,0.9,,
12/30/2018,DC-9,N4YL,TUL-DFW,1.1,,1.1,1.1,,
1/1/2019,DC-9,N4YL,DFW-JAX,2.2,,2.2,2.2,,
1/1/2019,DC-9,N4YL,JAX-DFW,2.8,,2.8,2.8,,
1/1/2019,DC-9,N4XW,DFW-STL,1.6,,1.6,1.6,,
1/2/2019,DC-9,N4XW,STL-DFW,2.9,,2.9,2.9,,
1/2/2019,DC-9,N4YE,DFW-CMH,2.2,,2.2,2.2,,
1/2/2019,DC-9,N4YE,CMH-DFW,3.0,,3.0,3.0,,
1/4/2019,DC-9,N4XG,DFW-CLE,2.6,,2.6,2.6,,
1/4/2019,DC-9,N4XG,CLE-DFW,2.6,,2.6,2.6,,
1/4/2019,DC-9,N4YP,DFW-RDU,3.1,,3.1,3.1,,
1/5/2019,DC-9,N4YD,DFW-STL,1.5,,1.5,1.5,,
1/6/2019,DC-9,N4XY,DFW-CVG,2.0,,2.0,2.0,,
1/7/2019,DC-9,N4YS,CVG-DFW,2.5,,2.5,2.5,,
1/11/2019,DC-9,N4XD,DFW-CMH,2.4,,2.4,2.4,,
1/11/2019,DC-9,N4XD,CMH-DFW,3.1,,3.1,3.1,,
1/11/2019,DC-9,N4YP,DFW-VPS,1.6,,1.6,1.6,,
1/12/2019,DC-9,N4XS,VPS-DFW,2.1,,2.1,2.1,,
1/12/2019,DC-9,N4XS,DFW-PNS,1.5,,1.5,1.5,,
1/13/2019,DC-9,N4XS,PNS-DFW,2.1,,2.1,2.1,,
1/13/2019,DC-9,N4XM,DFW-RDU,2.6,,2.6,2.6,,
1/14/2019,DC-9,N4XF,RDU-DFW,3.4,,3.4,3.4,,
2/9/2019,DC-9,N4YP,DFW-SDF,1.7,,1.7,1.7,,
2/9/2019,DC-9,N4YP,SDF-DFW,2.4,,2.4,2.4,,
2/9/2019,DC-9,N4XD,DFW-SAT,1.1,,1.1,1.1,,
2/10/2019,DC-9,N4XF,SAT-DFW,1.3,,1.3,1.3,,
2/10/2019,DC-9,N4YL,DFW-PNS,1.7,,1.7,1.7,,
2/11/2019,DC-9,N4XC,PNS-DFW,2.6,,2.6,2.6,,
2/15/2019,DC-9,N4YC,DFW-CMH,2.0,,2.0,2.0,,
2/15/2019,DC-9,N4YC,CMH-DFW,2.7,,2.7,2.7,,
2/15/2019,DC-9,N4YR,DFW-CVG,2.0,,2.0,2.0,,
2/16/2019,DC-9,N4YS,CVG-DFW,2.6,,2.6,2.6,,
